query_id,query_length,num_tables,num_joins,query_depth,complexity_score,has_aggregates,has_group_by,has_order_by,has_limit,has_distinct,has_window_functions,has_outer_joins,estimated_join_complexity,has_subqueries,has_correlated_subqueries,has_large_tables,all_tables_small,has_complex_expressions,has_user_functions,has_text_operations,has_numeric_heavy_ops,num_aggregate_funcs,analytical_pattern,transactional_pattern,etl_pattern,command_type,pg_time_ms,duck_time_ms,optimal_engine
tpch_sf1_2570,233,1,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,-1,unknown
tpch_sf1_3050,524,5,4,4,5,1,1,1,0,0,0,0,8,0,0,0,0,0,0,1,1,3,1,0,0,0,-1,-1,unknown
tpch_sf1_6238,609,4,3,2,6,1,1,0,0,0,0,0,6,0,0,0,0,0,0,0,1,1,0,0,0,0,0.5263949278742075,4.089765017852187,postgres
tpch_sf1_1359,398,2,1,0,3,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,-1,unknown
tpch_sf1_5903,347,1,0,1,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.29443600215017796,3.249583998695016,postgres
tpch_sf1_4857,300,2,1,0,3,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,-1,unknown
tpch_sf1_947,289,2,1,5,2,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,3,1,0,0,0,2941.362217068672,201.46590599324554,duckdb
tpch_sf1_6260,460,3,2,4,4,1,0,1,0,0,0,1,4,0,0,0,0,0,0,1,1,3,0,0,0,0,-1,-1,unknown
tpch_sf1_7431,373,4,3,2,3,1,1,0,0,0,0,0,6,0,0,0,0,0,0,1,1,2,0,0,0,0,-1,-1,unknown
tpch_sf1_4497,365,1,0,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,-1,unknown
tpch_sf1_245,208,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,-1,unknown
tpch_sf1_2736,283,2,1,0,2,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,-1,unknown
tpch_sf1_4472,317,5,4,3,3,1,1,1,0,0,0,1,8,0,0,0,0,0,0,0,0,2,0,0,0,0,-1,-1,unknown
tpch_sf1_8392,372,2,1,2,3,1,0,0,1,0,0,0,2,0,0,0,0,0,0,1,1,1,0,1,0,0,0.2958020195364952,5.055461078882217,postgres
tpch_sf1_1456,542,4,3,4,5,1,1,1,1,0,0,0,6,0,0,0,0,0,0,0,1,2,1,1,0,0,-1,-1,unknown
tpch_sf1_2166,403,2,1,5,4,1,1,0,1,0,0,0,2,0,0,0,0,0,0,1,1,2,1,1,0,0,476.77290497813374,1690.9367820480838,postgres
tpch_sf1_7498,175,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.4293790552765131,32.57434500847012,postgres
tpch_sf1_5264,256,1,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,-1,unknown
tpch_sf1_4403,371,3,2,2,3,1,1,0,1,0,0,0,4,0,0,0,0,0,0,1,1,2,1,1,0,0,20321.216134005226,956.323001999408,duckdb
tpch_sf1_401,136,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,-1,unknown
tpch_sf1_9077,193,1,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0.3350829938426614,3.0505419708788395,postgres
tpch_sf1_8946,244,3,2,3,2,1,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,2,0,0,0,0,-1,-1,unknown
tpch_sf1_6437,372,2,1,0,3,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,-1,unknown
tpch_sf1_8784,436,3,2,4,4,1,1,0,0,0,0,0,4,0,0,0,0,0,0,0,1,2,0,0,0,0,-1,-1,unknown
tpch_sf1_5342,284,2,1,0,2,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0.49844197928905487,338.5496969567612,postgres
tpch_sf1_5456,367,3,2,2,3,1,1,0,1,0,0,1,4,0,0,0,0,0,0,0,0,2,0,1,0,0,-1,-1,unknown
tpch_sf1_3603,254,2,1,1,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,-1,unknown
tpch_sf1_9436,54,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28105906676501036,2.21023999620229,postgres
tpch_sf1_5397,84,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.36811595782637596,1.876231050118804,postgres
tpch_sf1_1082,85,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.24975498672574759,1.7265290953218937,postgres
tpch_sf1_7727,182,3,2,5,1,1,0,1,0,0,0,0,4,0,0,0,0,0,0,0,1,3,0,0,0,0,-1,-1,unknown
tpch_sf1_3052,83,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2839750377461314,15.5994170345366,postgres
tpch_sf1_1663,115,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.2895289799198508,10.951053933240473,postgres
tpch_sf1_4623,225,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,-1,unknown
tpch_sf1_4246,366,3,2,5,3,1,1,0,0,0,0,0,4,0,0,0,0,0,0,0,1,3,1,0,0,0,-1,-1,unknown
