query_id,query_length,num_tables,num_joins,query_depth,complexity_score,has_aggregates,has_group_by,has_order_by,has_limit,has_distinct,has_window_functions,has_outer_joins,estimated_join_complexity,has_subqueries,has_correlated_subqueries,has_large_tables,all_tables_small,has_complex_expressions,has_user_functions,has_text_operations,has_numeric_heavy_ops,num_aggregate_funcs,analytical_pattern,transactional_pattern,etl_pattern,command_type,pg_time_ms,duck_time_ms,optimal_engine
Hepatitis_std_9334,291,2,1,0,2,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,-1,unknown
Hepatitis_std_5888,109,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,-1,unknown
Hepatitis_std_783,326,5,4,1,3,1,1,1,0,0,0,1,8,0,0,0,0,0,0,0,0,1,0,0,0,0,841.0919749876484,429.51911001000553,duckdb
Hepatitis_std_3103,219,4,3,4,2,1,0,0,0,0,0,1,6,0,0,0,0,0,0,0,1,3,0,0,0,0,1767.2700539696962,145.66648192703724,duckdb
Hepatitis_std_8165,398,1,0,5,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,3,1,1,0,0,-1,-1,unknown
Hepatitis_std_2466,125,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,-1,unknown
Hepatitis_std_1049,125,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,-1,unknown
Hepatitis_std_6714,157,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,-1,unknown
Hepatitis_std_8474,73,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,567.0996290864423,16.697195009328425,duckdb
Hepatitis_std_6834,326,3,2,0,3,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0.49408501945436,3.4840740263462067,postgres
Hepatitis_std_7588,307,2,1,0,3,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,-1,unknown
Hepatitis_std_5167,488,5,4,4,4,1,0,1,1,0,0,1,8,0,0,0,0,0,0,1,1,3,0,1,0,0,-1,-1,unknown
Hepatitis_std_4575,86,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.3763959975913167,16.209700028412044,postgres
Hepatitis_std_1539,165,1,0,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.46744500286877155,22.52457302529365,postgres
Hepatitis_std_1888,405,5,4,3,4,1,0,1,1,0,0,1,8,0,0,0,0,0,0,1,1,1,0,1,0,0,-1,-1,unknown
Hepatitis_std_137,307,1,0,5,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,0.49662997480481863,18.969931988976896,postgres
Hepatitis_std_7599,325,4,3,5,3,1,0,1,1,0,0,1,6,0,0,0,0,0,0,0,1,4,0,0,0,0,-1,-1,unknown
Hepatitis_std_1173,212,2,1,0,2,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1.093202969059348,32.5505780056119,postgres
Hepatitis_std_4536,101,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.3334660325199366,13.692155946046114,postgres
Hepatitis_std_7963,149,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,-1,unknown
Hepatitis_std_9390,249,3,2,4,2,1,1,0,0,0,0,0,4,0,0,0,0,0,0,0,1,2,1,0,0,0,-1,-1,unknown
Hepatitis_std_2739,118,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.3002460580319166,23.06895807851106,postgres
Hepatitis_std_3760,167,1,0,5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0.393869006074965,21.832435973919928,postgres
Hepatitis_std_9025,69,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.28084905352443457,14.780887984670699,postgres
Hepatitis_std_9168,160,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,-1,unknown
Hepatitis_std_5492,137,1,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0.3582820063456893,18.17246002610773,postgres
Hepatitis_std_4151,284,3,2,2,2,1,1,0,0,0,0,0,4,0,0,0,0,0,0,1,0,1,0,0,0,0,0.4002070054411888,31.91301296465099,postgres
Hepatitis_std_9611,218,2,1,2,2,1,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,2,0,1,0,0,-1,-1,unknown
Hepatitis_std_4974,282,3,2,2,2,1,1,1,1,0,0,1,4,0,0,0,0,0,0,0,0,2,0,0,0,0,-1,-1,unknown
Hepatitis_std_3521,236,2,1,0,2,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1.036261091940105,35.85426998324692,postgres
Hepatitis_std_9752,225,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,-1,unknown
Hepatitis_std_8114,125,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.24467299226671457,18.226485000923276,postgres
Hepatitis_std_1549,87,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.7928330451250076,19.822665955871344,postgres
Hepatitis_std_8008,245,2,1,0,2,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,-1,unknown
Hepatitis_std_7397,111,3,2,1,1,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,1,0,0,0,0,18.328563077375293,32.225338043645024,postgres
Hepatitis_std_3359,283,3,2,5,2,1,1,1,1,0,0,1,4,0,0,0,0,0,0,0,1,4,1,0,0,0,1075.6140149896964,85.78745694831014,duckdb
Hepatitis_std_4495,112,2,1,4,1,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,2,0,0,0,0,117.67965799663216,49.34339004103094,duckdb
Hepatitis_std_277,122,1,0,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0.4606300499290228,27.314516017213464,postgres
Hepatitis_std_5885,228,3,2,2,2,1,0,1,0,0,0,1,4,0,0,0,0,0,0,0,0,1,0,0,0,0,9.22938494477421,226.4619079651311,postgres
Hepatitis_std_6678,278,1,0,5,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0.3227150300517678,6.347404094412923,postgres
Hepatitis_std_6236,210,4,3,2,2,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,1,0,0,0,0,-1,-1,unknown
Hepatitis_std_230,421,2,1,5,4,1,1,0,1,0,0,0,2,0,0,0,0,0,0,0,1,2,0,1,0,0,2.5518289767205715,37.800019956193864,postgres
Hepatitis_std_421,420,5,4,5,4,1,1,1,1,0,0,1,8,0,0,0,0,0,0,0,1,5,1,1,0,0,-1,-1,unknown
Hepatitis_std_5893,282,4,3,5,2,1,0,1,1,0,0,0,6,0,0,0,0,0,0,0,1,3,0,0,0,0,-1,-1,unknown
Hepatitis_std_5392,179,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,-1,unknown
Hepatitis_std_9785,65,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.3124020295217633,16.494708019308746,postgres
Hepatitis_std_5785,120,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.27136504650115967,17.432647058740258,postgres
Hepatitis_std_6580,100,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.4033829318359494,13.36741098202765,postgres
Hepatitis_std_2030,97,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.3366050077602267,30.692138941958547,postgres
Hepatitis_std_6838,275,2,1,4,2,1,1,1,0,0,0,0,2,0,0,0,0,0,0,0,1,2,0,0,0,0,1085.1686670212075,176.64046701975167,duckdb
Hepatitis_std_5368,271,2,1,0,2,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,-1,unknown
Hepatitis_std_4607,253,2,1,0,2,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,-1,unknown
Hepatitis_std_6378,360,4,3,5,3,1,1,1,0,0,0,0,6,0,0,0,0,0,0,1,1,3,1,0,0,0,1.0113540338352323,31.5984160406515,postgres
Hepatitis_std_5249,156,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,-1,unknown
Hepatitis_std_6076,163,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,-1,unknown
Hepatitis_std_6533,154,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,-1,unknown
Hepatitis_std_7471,164,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,-1,unknown
Hepatitis_std_1379,293,3,2,2,2,1,0,0,0,0,0,0,4,0,0,0,0,0,0,1,1,1,0,0,0,0,489.7991840261966,132.3960500303656,duckdb
Hepatitis_std_7462,301,2,1,3,3,1,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,3,0,0,0,0,0.8986780885607004,45.67464499268681,postgres
Hepatitis_std_2990,89,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.3701929235830903,16.845487989485264,postgres
Hepatitis_std_4343,138,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,-1,unknown
Hepatitis_std_3397,363,4,3,4,3,1,1,1,0,0,0,1,6,0,0,0,0,0,0,1,1,2,0,0,0,0,-1,-1,unknown
Hepatitis_std_3746,134,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.3440349828451872,18.867247039452195,postgres
Hepatitis_std_4676,282,4,3,4,2,1,0,0,0,0,0,1,6,0,0,0,0,0,0,0,1,2,0,0,0,0,-1,-1,unknown
Hepatitis_std_7580,447,4,3,4,4,1,0,1,0,0,0,1,6,0,0,0,0,0,0,1,0,3,0,0,0,0,-1,-1,unknown
Hepatitis_std_6697,101,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.2772610168904066,13.722897041589022,postgres
Hepatitis_std_9259,205,1,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,-1,unknown
Hepatitis_std_5731,246,2,1,5,2,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,4,1,0,0,0,-1,-1,unknown
Hepatitis_std_2781,308,3,2,3,3,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,1,0,0,0,0,-1,-1,unknown
Hepatitis_std_1246,337,2,1,5,3,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,2,0,1,0,0,-1,-1,unknown
Hepatitis_std_9393,156,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,-1,unknown
Hepatitis_std_5611,142,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,-1,unknown
Hepatitis_std_2371,440,5,4,4,4,1,1,1,0,0,0,0,8,0,0,0,0,0,0,1,1,4,0,0,0,0,-1,-1,unknown
Hepatitis_std_8524,343,5,4,2,3,1,0,0,0,0,0,1,8,0,0,0,0,0,0,1,0,2,0,0,0,0,-1,-1,unknown
Hepatitis_std_5820,185,2,1,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0.3149929689243436,2.302541979588568,postgres
Hepatitis_std_3185,132,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,-1,unknown
Hepatitis_std_5719,260,1,0,3,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,-1,-1,unknown
Hepatitis_std_425,81,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.32479106448590755,19.36631801072508,postgres
Hepatitis_std_6401,275,2,1,5,2,1,1,1,0,0,0,1,2,0,0,0,0,0,0,0,1,2,0,0,0,0,-1,-1,unknown
Hepatitis_std_6130,139,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,-1,unknown
Hepatitis_std_3017,325,4,3,5,3,1,0,0,0,0,0,1,6,0,0,0,0,0,0,0,1,1,0,0,0,0,-1,-1,unknown
Hepatitis_std_8855,308,2,1,5,3,1,0,1,0,0,0,0,2,0,0,0,0,0,0,1,1,4,0,0,0,0,0.40903699118644,22.880250005982816,postgres
Hepatitis_std_5627,368,5,4,2,3,1,0,1,0,0,0,1,8,0,0,0,0,0,0,1,1,2,0,0,0,0,-1,-1,unknown
Hepatitis_std_5051,180,2,1,1,1,1,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,-1,unknown
Hepatitis_std_6121,114,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,648.9398180274293,19.178092945367098,duckdb
Hepatitis_std_6586,188,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,-1,unknown
Hepatitis_std_7532,116,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,-1,-1,unknown
Hepatitis_std_4692,439,3,2,4,4,1,1,1,1,0,0,1,4,0,0,0,0,0,0,0,1,3,1,1,0,0,0.5406839773058891,5.012370063923299,postgres
Hepatitis_std_3283,224,5,4,3,2,1,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1,1,0,0,0,0,24259.760505054146,2619.2825200269,duckdb
Hepatitis_std_2514,234,1,0,5,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,5,1,1,0,0,1.1545190354809165,17.90201396215707,postgres
Hepatitis_std_8025,371,2,1,5,3,1,1,1,0,0,0,0,2,0,0,0,0,0,0,0,1,4,1,0,0,0,0.7721050642430782,30.10929503943771,postgres
Hepatitis_std_319,362,2,1,5,3,1,0,1,0,0,0,0,2,0,0,0,0,0,0,1,1,4,0,0,0,0,-1,-1,unknown
Hepatitis_std_1772,136,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,-1,unknown
Hepatitis_std_8691,155,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,-1,unknown
Hepatitis_std_4453,368,5,4,5,3,1,1,1,0,0,0,1,8,0,0,0,0,0,0,0,1,3,1,0,0,0,4115.573256043717,396.6721970355138,duckdb
Hepatitis_std_8917,104,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.39481394924223423,18.407754017971456,postgres
Hepatitis_std_1651,127,1,0,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,5.095993052236736,20.386238931678236,postgres
Hepatitis_std_8887,362,5,4,4,3,1,0,1,1,0,0,0,8,0,0,0,0,0,0,1,1,3,0,1,0,0,3.562720026820898,70.49253000877798,postgres
Hepatitis_std_5447,196,2,1,1,1,0,1,1,1,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0043509537354112,95.54427792318165,postgres
Hepatitis_std_4142,90,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.3990230616182089,15.665351995266974,postgres
Hepatitis_std_1671,131,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,-1,unknown
Hepatitis_std_466,231,1,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0.42472698260098696,18.179527018219233,postgres
Hepatitis_std_4238,165,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,-1,unknown
Hepatitis_std_7729,149,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,-1,unknown
Hepatitis_std_3126,187,1,0,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,-1,-1,unknown
Hepatitis_std_4221,254,2,1,0,2,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,-1,unknown
Hepatitis_std_4507,180,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,-1,unknown
Hepatitis_std_2728,201,1,0,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0.3467639908194542,15.721380012109876,postgres
Hepatitis_std_6770,184,2,1,4,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,1,1,2,1,0,0,0,0.4380210302770138,25.452713016420603,postgres
Hepatitis_std_441,73,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.2686560619622469,13.042498962022364,postgres
Hepatitis_std_3042,355,4,3,5,3,1,0,1,1,0,0,0,6,0,0,0,0,0,0,1,1,3,0,1,0,0,0.7025609957054257,38.84531103540212,postgres
Hepatitis_std_6234,132,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,-1,unknown
Hepatitis_std_8276,135,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.24481897708028555,16.205796971917152,postgres
Hepatitis_std_280,261,3,2,4,2,1,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,374.90542395971715,52.68309498205781,duckdb
Hepatitis_std_9097,245,2,1,0,2,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,-1,unknown
Hepatitis_std_9021,163,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,-1,unknown
Hepatitis_std_6634,312,5,4,2,3,1,0,0,1,0,0,0,8,0,0,0,0,0,0,1,1,2,0,1,0,0,-1,-1,unknown
Hepatitis_std_864,283,3,2,3,2,1,0,1,1,0,0,0,4,0,0,0,0,0,0,1,1,2,0,1,0,0,-1,-1,unknown
Hepatitis_std_4703,300,5,4,4,3,1,0,1,0,0,0,1,8,0,0,0,0,0,0,0,1,3,0,0,0,0,-1,-1,unknown
Hepatitis_std_6656,154,2,1,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0.4211950581520796,33.104126108810306,postgres
Hepatitis_std_1607,112,1,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0.7347459904849529,13.099196017719805,postgres
Hepatitis_std_6346,207,2,1,0,2,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,-1,unknown
Hepatitis_std_8042,328,3,2,5,3,1,1,0,0,0,0,1,4,0,0,0,0,0,0,0,1,4,1,0,0,0,0.4955480108037591,31.613474944606423,postgres
Hepatitis_std_68,333,4,3,5,3,1,1,1,0,0,0,0,6,0,0,0,0,0,0,0,1,2,1,0,0,0,-1,-1,unknown
Hepatitis_std_9371,338,4,3,2,3,1,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0,-1,-1,unknown
Hepatitis_std_7342,229,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,-1,unknown
Hepatitis_std_6693,250,2,1,0,2,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,-1,unknown
