query_id,query_length,num_tables,num_joins,query_depth,complexity_score,has_aggregates,has_group_by,has_order_by,has_limit,has_distinct,has_window_functions,has_outer_joins,estimated_join_complexity,has_subqueries,has_correlated_subqueries,has_large_tables,all_tables_small,has_complex_expressions,has_user_functions,has_text_operations,has_numeric_heavy_ops,num_aggregate_funcs,analytical_pattern,transactional_pattern,etl_pattern,command_type,pg_time_ms,duck_time_ms,optimal_engine
Carcinogenesis_6460,264,1,0,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0.3503470215946436,3.3048290060833097,postgres
Carcinogenesis_9580,303,3,2,5,3,1,0,1,0,0,0,1,4,0,0,0,0,0,0,0,1,3,0,0,0,0,-1,-1,unknown
Carcinogenesis_3098,354,5,4,5,3,1,0,1,0,0,0,1,8,0,0,0,0,0,0,0,1,3,0,0,0,0,28.392072999849916,58.786470093764365,postgres
Carcinogenesis_8082,729,3,2,3,7,1,1,0,0,0,0,1,4,0,0,0,0,0,0,1,0,2,0,0,0,0,-1,-1,unknown
Carcinogenesis_6704,480,2,1,4,4,1,1,0,0,0,0,0,2,0,0,0,0,0,0,1,1,3,0,0,0,0,-1,-1,unknown
Carcinogenesis_1885,171,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.346719054505229,3.3580870367586613,postgres
Carcinogenesis_5359,540,3,2,0,5,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1.8690719734877348,10.913828038610518,postgres
Carcinogenesis_3538,145,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.33741001971066,4.538881941698492,postgres
Carcinogenesis_4785,206,2,1,2,2,1,0,1,1,0,0,1,2,0,0,0,0,0,0,1,0,1,0,1,0,0,0.8456559153273702,16.731689916923642,postgres
Carcinogenesis_7744,262,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,-1,unknown
Carcinogenesis_8157,298,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,-1,unknown
Carcinogenesis_3251,330,1,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,-1,unknown
Carcinogenesis_9257,291,3,2,3,2,1,1,0,0,0,0,0,4,0,0,0,0,0,0,0,1,2,1,0,0,0,1.1649419320747256,8.421540958806872,postgres
Carcinogenesis_7264,389,5,4,3,3,1,1,0,0,0,0,0,8,0,0,0,0,0,0,1,1,1,0,0,0,0,9.714044048450887,20.81691299099475,postgres
Carcinogenesis_9243,271,1,0,5,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0.6919639417901635,4.084340063855052,postgres
Carcinogenesis_2921,393,2,1,0,3,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,-1,unknown
Carcinogenesis_3488,160,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,-1,unknown
Carcinogenesis_9840,434,2,1,5,4,1,1,1,0,0,0,0,2,0,0,0,0,0,0,1,1,2,1,0,0,0,-1,-1,unknown
Carcinogenesis_5916,377,1,0,3,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,0,0,-1,-1,unknown
Carcinogenesis_9475,174,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.26560702826827765,3.914309083484113,postgres
Carcinogenesis_7207,293,2,1,0,2,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0.4388500237837434,10.544821969233453,postgres
Carcinogenesis_1165,312,2,1,2,3,1,0,0,1,0,0,0,2,0,0,0,0,0,0,1,1,1,0,1,0,0,-1,-1,unknown
Carcinogenesis_6765,356,2,1,5,3,1,0,1,1,0,0,0,2,0,0,0,0,0,0,1,1,4,0,1,0,0,28.94494100473821,16.596349072642624,duckdb
Carcinogenesis_8546,467,5,4,5,4,1,1,1,0,0,0,1,8,0,0,0,0,0,0,1,1,2,0,0,0,0,11.199823929928243,77.86942506209016,postgres
Carcinogenesis_5980,400,5,4,4,4,1,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1,3,0,0,0,0,5.291464971378446,28.4214960411191,postgres
Carcinogenesis_7998,177,1,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,1.8175740260630846,9.090819978155196,postgres
Carcinogenesis_8430,95,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.25320996064692736,2.347830915823579,postgres
Carcinogenesis_5085,96,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.22728496696799994,7.6451810309663415,postgres
Carcinogenesis_9738,231,1,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.3033219836652279,4.176727030426264,postgres
Carcinogenesis_5045,777,2,1,1,7,1,1,0,1,0,0,1,2,0,0,0,0,0,0,0,0,1,0,1,0,0,20.35839098971337,19.17320489883423,duckdb
Carcinogenesis_1435,551,2,1,0,5,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,-1,unknown
Carcinogenesis_1778,98,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.23287103977054358,2.7839660178869963,postgres
Carcinogenesis_2683,445,3,2,0,4,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0.5125539610162377,2.4023259757086635,postgres
Carcinogenesis_4841,421,1,0,4,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1.636088010855019,9.201745968312025,postgres
Carcinogenesis_7028,739,4,3,5,7,1,0,1,0,0,0,1,6,0,0,0,0,0,0,1,1,2,0,0,0,0,6.495316978543997,48.91498398501426,postgres
Carcinogenesis_6119,313,2,1,0,3,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0.3475649282336235,5.293124006129801,postgres
Carcinogenesis_7930,366,2,1,0,3,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0.3930820384994149,4.9052819376811385,postgres
Carcinogenesis_5993,637,2,1,2,6,1,1,1,1,0,0,0,2,0,0,0,0,0,0,1,1,1,0,1,0,0,-1,-1,unknown
Carcinogenesis_7417,394,1,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,-1,unknown
Carcinogenesis_3198,678,5,4,1,6,1,0,0,0,0,0,1,8,0,0,0,0,0,0,1,0,1,0,0,0,0,11.071681044995785,39.42378598731011,postgres
Carcinogenesis_3962,217,2,1,3,2,1,1,0,1,0,0,0,2,0,0,0,0,0,0,0,1,1,1,0,0,0,-1,-1,unknown
Carcinogenesis_2210,555,1,0,4,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,8.216029033064842,20.30757092870772,postgres
Carcinogenesis_118,354,2,1,3,3,1,0,0,1,0,0,0,2,0,0,0,0,0,0,1,1,2,0,1,0,0,4.571788944303989,20.37582208868116,postgres
Carcinogenesis_8705,172,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.32224494498223066,3.031758009456098,postgres
Carcinogenesis_5087,292,2,1,0,2,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0.5211449461057782,7.512661977671087,postgres
Carcinogenesis_8218,874,3,2,5,8,1,1,0,0,0,0,0,4,0,0,0,0,0,0,1,1,4,1,0,0,0,0.44239393901079893,4.414314986206591,postgres
Carcinogenesis_1445,401,2,1,3,4,1,1,1,1,0,0,0,2,0,0,0,0,0,0,1,1,2,1,1,0,0,5.5376129457727075,18.07565800845623,postgres
Carcinogenesis_6882,212,2,1,4,2,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,2,0,0,0,0,11.032839072868228,26.04527201037854,postgres
Carcinogenesis_1169,291,2,1,0,2,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0.5404120311141014,5.724953953176737,postgres
Carcinogenesis_3532,380,5,4,4,3,1,0,1,0,0,0,1,8,0,0,0,0,0,0,1,0,2,0,0,0,0,-1,-1,unknown
Carcinogenesis_170,137,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,-1,unknown
Carcinogenesis_9571,321,3,2,5,3,1,0,1,0,0,0,0,4,0,0,0,0,0,0,1,0,2,0,0,0,0,254.77805105037987,75.67308098077774,duckdb
Carcinogenesis_3070,382,5,4,4,3,1,0,1,0,0,0,1,8,0,0,0,0,0,0,1,1,2,0,0,0,0,7.005138089880347,38.38037000969052,postgres
Carcinogenesis_1938,194,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,-1,unknown
Carcinogenesis_6205,516,3,2,5,5,1,1,1,0,0,0,0,4,0,0,0,0,0,0,1,1,3,1,0,0,0,11.432228959165514,20.732155069708824,postgres
Carcinogenesis_2986,210,1,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,-1,unknown
Carcinogenesis_2460,456,1,0,3,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,-1,-1,unknown
Carcinogenesis_7544,170,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.2954899100586772,3.8125079590827227,postgres
Carcinogenesis_1555,527,3,2,0,5,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1.024979050271213,29.379273997619748,postgres
Carcinogenesis_5833,334,2,1,0,3,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0.43431995436549187,5.048368941061199,postgres
Carcinogenesis_4493,431,3,2,0,4,0,0,1,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0.5382969975471497,10.050579905509949,postgres
Carcinogenesis_3071,151,1,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,1.115810009650886,5.106488009914756,postgres
Carcinogenesis_5560,275,2,1,2,2,1,1,1,0,0,0,0,2,0,0,0,0,0,0,1,0,2,0,0,0,0,6.893165991641581,10.134530020877719,postgres
Carcinogenesis_3503,350,4,3,5,3,1,0,1,1,0,0,0,6,0,0,0,0,0,0,1,1,3,0,1,0,0,3.3034050138667226,17.409935011528432,postgres
Carcinogenesis_4881,309,2,1,0,3,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0.4202519776299596,6.130055990070105,postgres
Carcinogenesis_1112,335,2,1,0,3,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0.5763069493696094,6.603899062611163,postgres
Carcinogenesis_1548,304,2,1,5,3,1,0,1,0,0,0,1,2,0,0,0,0,0,0,1,1,3,0,0,0,0,-1,-1,unknown
Carcinogenesis_554,463,3,2,0,4,0,0,1,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0.42920501437038183,12.477515963837504,postgres
Carcinogenesis_9483,322,1,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,-1,unknown
Carcinogenesis_84,441,3,2,0,4,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0.5939860129728913,10.519044008105993,postgres
Carcinogenesis_6835,173,2,1,3,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,35.46775202266872,64.52074297703803,postgres
Carcinogenesis_2754,502,3,2,0,5,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0.8881009416654706,13.239155057817698,postgres
Carcinogenesis_5704,541,3,2,0,5,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0.7372460095211864,9.656597976572812,postgres
Carcinogenesis_2660,61,1,0,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.8409470794722438,4.795567016117275,postgres
Carcinogenesis_8061,527,3,2,0,5,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0.9990200633183122,18.795775016769767,postgres
Carcinogenesis_6702,356,2,1,0,3,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,-1,unknown
Carcinogenesis_1559,470,4,3,4,4,1,1,0,1,0,0,1,6,0,0,0,0,0,0,0,1,2,0,1,0,0,-1,-1,unknown
Carcinogenesis_3556,280,4,3,5,2,1,0,1,0,0,0,0,6,0,0,0,0,0,0,0,1,3,0,0,0,0,-1,-1,unknown
Carcinogenesis_6867,183,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,-1,unknown
Carcinogenesis_2709,387,1,0,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,-1,unknown
Carcinogenesis_9651,416,1,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,-1,unknown
Carcinogenesis_7788,489,3,2,2,4,1,1,0,0,0,0,1,4,0,0,0,0,0,0,1,1,2,1,0,0,0,9.454251965507865,38.85079501196742,postgres
Carcinogenesis_6424,494,3,2,0,4,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0.49053505063056946,8.82527802605182,postgres
Carcinogenesis_1683,82,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3.266161074861884,5.983351031318307,postgres
Carcinogenesis_4002,76,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.25307293981313705,3.4385269973427057,postgres
Carcinogenesis_8653,418,3,2,0,4,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0.506232026964426,6.498454022221267,postgres
Carcinogenesis_6044,573,2,1,0,5,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,-1,unknown
Carcinogenesis_5180,280,1,0,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0.4631330957636237,2.5832789251580834,postgres
Carcinogenesis_3528,197,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,-1,unknown
Carcinogenesis_2630,443,2,1,1,4,1,1,0,0,0,0,0,2,0,0,0,0,0,0,1,1,1,1,0,0,0,5.369983031414449,42.366985930129886,postgres
Carcinogenesis_1113,533,3,2,0,5,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0.6321530090644956,10.262889903970063,postgres
Carcinogenesis_2013,168,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,-1,unknown
Carcinogenesis_5641,418,4,3,5,4,1,1,0,0,0,0,1,6,0,0,0,0,0,0,0,1,2,0,0,0,0,-1,-1,unknown
Carcinogenesis_8476,595,3,2,2,5,1,0,1,0,0,0,1,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0.5841669626533985,31.81529405992478,postgres
Carcinogenesis_9271,346,2,1,0,3,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0.41102408431470394,9.504545945674181,postgres
Carcinogenesis_4438,374,4,3,5,3,1,0,1,1,0,0,1,6,0,0,0,0,0,0,1,1,4,0,1,0,0,-1,-1,unknown
Carcinogenesis_1560,322,4,3,3,3,1,0,1,0,0,0,1,6,0,0,0,0,0,0,1,1,2,0,0,0,0,2.5015100836753845,13.406050973571837,postgres
Carcinogenesis_9609,76,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.24432805366814137,2.7604380156844854,postgres
Carcinogenesis_9556,319,3,2,4,3,1,0,0,0,0,0,1,4,0,0,0,0,0,0,1,1,3,0,0,0,0,39249.89863601513,1659.9612020654604,duckdb
Carcinogenesis_6051,403,3,2,0,4,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,6.279001943767071,8.51600302848965,postgres
Carcinogenesis_187,249,3,2,1,2,0,0,0,1,0,0,0,4,0,0,0,0,0,0,1,1,0,0,1,0,0,-1,-1,unknown
Carcinogenesis_8598,586,4,3,5,5,1,1,0,0,0,0,1,6,0,0,0,0,0,0,1,1,3,1,0,0,0,1.8982239998877048,8.360981941223145,postgres
Carcinogenesis_2914,576,5,4,1,5,1,0,0,0,0,0,1,8,0,0,0,0,0,0,0,1,1,0,0,0,0,-1,-1,unknown
Carcinogenesis_3261,199,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.29229000210762024,2.755797002464533,postgres
Carcinogenesis_2122,231,1,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.26207196060568094,2.8866040520370007,postgres
Carcinogenesis_980,375,4,3,4,3,1,0,1,1,0,0,1,6,0,0,0,0,0,0,1,1,1,0,1,0,0,5.27296494692564,24.040780030190945,postgres
Carcinogenesis_2160,699,3,2,4,6,0,1,0,0,0,0,0,4,0,0,0,0,0,0,1,1,0,0,0,0,0,1.0781839955598116,2.789443009532988,postgres
Carcinogenesis_9962,420,3,2,2,4,1,1,1,0,0,0,0,4,0,0,0,0,0,0,1,1,1,0,0,0,0,1.260738936252892,10.466326028108597,postgres
Carcinogenesis_8894,634,4,3,4,6,1,1,0,1,0,0,0,6,0,0,0,0,0,0,1,1,3,0,1,0,0,4.194634035229683,16.263182973489165,postgres
Carcinogenesis_6463,414,4,3,5,4,1,0,0,0,0,0,1,6,0,0,0,0,0,0,0,1,2,0,0,0,0,-1,-1,unknown
Carcinogenesis_7682,87,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.2753900373354554,3.159297979436815,postgres
Carcinogenesis_4630,414,2,1,0,4,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0.6988839013502002,5.1792520098388195,postgres
Carcinogenesis_2684,465,3,2,3,4,1,0,0,1,0,0,1,4,0,0,0,0,0,0,0,1,1,0,1,0,0,2.311129937879741,9.382642921991646,postgres
Carcinogenesis_8665,463,4,3,4,4,1,0,0,0,0,0,0,6,0,0,0,0,0,0,1,1,2,0,0,0,0,-1,-1,unknown
Carcinogenesis_4248,144,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.32730004750192165,3.6887619644403458,postgres
Carcinogenesis_4443,223,1,0,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,0,0.5788980051875114,4.485688055865467,postgres
Carcinogenesis_1306,272,2,1,0,2,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0.5075220251455903,4.879053100012243,postgres
Carcinogenesis_8879,116,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.2690830733627081,2.644420019350946,postgres
Carcinogenesis_6246,556,3,2,0,5,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0.8494469802826643,2.9773650458082557,postgres
Carcinogenesis_8726,473,1,0,0,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,-1,unknown
Carcinogenesis_8397,197,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.7081770347431302,4.766079946421087,postgres
Carcinogenesis_4593,145,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,-1,unknown
Carcinogenesis_222,129,1,0,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.8751699719578028,3.228357993066311,postgres
Carcinogenesis_7026,276,3,2,4,2,1,1,1,1,0,0,0,4,0,0,0,0,0,0,1,1,3,0,1,0,0,2.988204942084849,7.648851023986936,postgres
Carcinogenesis_5556,410,2,1,1,4,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,1,0,0,1,0,0,-1,-1,unknown
Carcinogenesis_9167,261,2,1,2,2,1,1,1,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,34.472817089408636,33.825873979367316,duckdb
Carcinogenesis_1624,123,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.47351804096251726,2.9832470463588834,postgres
Carcinogenesis_7278,224,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,-1,unknown
Carcinogenesis_5343,529,3,2,0,5,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0.5720669869333506,7.647476042620838,postgres
Carcinogenesis_8233,393,2,1,0,3,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0.5791989387944341,3.3336920896545053,postgres
Carcinogenesis_9434,110,2,1,1,1,1,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,2.332053962163627,14.770045992918313,postgres
